#,Name,Degrees,Specialty,Branch,Visiting Days,Visiting Time,On Leave,Doctor ID,Image URL,Profile URL,Source,Scraped At
301,"Prof. Dr. Md Shah Jamal Khan","","Endocrine Medicine","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625152730-666160643-1952882161.png","https://www.populardiagnostic.com/doctordetail/2925","dom","2026-04-04T15:17:41.175Z"
302,"Prof. Dr. A T M Mowladad Chowdhury","","Urology Surgery","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625152759-1244260388-1909408247.png","https://www.populardiagnostic.com/doctordetail/2926","dom","2026-04-04T15:17:41.175Z"
303,"Prof. Dr. Anamur Rashid Chowdhury","","Urology Surgery","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625152833-913937028-148295854.png","https://www.populardiagnostic.com/doctordetail/2927","dom","2026-04-04T15:17:41.175Z"
304,"Prof. Dr. Moinuddin Ahmed","","Medicine","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625152919-1212789785-246006770.png","https://www.populardiagnostic.com/doctordetail/2929","dom","2026-04-04T15:17:41.175Z"
305,"Prof. Dr. Md. Roushon Ali (Evening)","Professore","Medicine & Cardiology","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625152952-1231599739-635423889.png","https://www.populardiagnostic.com/doctordetail/2930","dom","2026-04-04T15:17:41.175Z"
306,"Prof. Dr. Md. Nazrul Islam","","Cardiology","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625154709-493400056-328875387.png","https://www.populardiagnostic.com/doctordetail/2932","dom","2026-04-04T15:17:41.175Z"
307,"Prof. Dr. Ahmed Minhaz Shumon","","ENT, Head & Neck Surgery","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625154747-232762374-914889635.png","https://www.populardiagnostic.com/doctordetail/2935","dom","2026-04-04T15:17:41.175Z"
308,"Prof. Dr. Kabir Ahmed","","ENT, Head & Neck Surgery","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625154821-1653047007-1388281995.png","https://www.populardiagnostic.com/doctordetail/2936","dom","2026-04-04T15:17:41.175Z"
309,"Prof. Dr. Naseem Yasmeen","","ENT, Head & Neck Surgery","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625155005-1303892528-1018069449.png","https://www.populardiagnostic.com/doctordetail/2938","dom","2026-04-04T15:17:41.175Z"
310,"Prof. A.K. Moyeenuddin Ahmmed","Professor","Psychiatry","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625155033-786923207-438231498.png","https://www.populardiagnostic.com/doctordetail/2939","dom","2026-04-04T15:17:41.176Z"
311,"Prof. Dr. Sadia Sajmin Siddiqua","","General Surgery","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20260316181013-322121266-746077983.png","https://www.populardiagnostic.com/doctordetail/2944","dom","2026-04-04T15:17:41.176Z"
312,"Prof. Dr. Md. Moniruzzaman Bhuiyan","","Neurology","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20251009140534-10312357-769718439.png","https://www.populardiagnostic.com/doctordetail/2947","dom","2026-04-04T15:17:41.176Z"
313,"Prof. Dr. Rashimul Haque Rimon","","Neurology","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625155542-2083271067-882553571.png","https://www.populardiagnostic.com/doctordetail/2948","dom","2026-04-04T15:17:41.176Z"
314,"Prof. Dr. Kazi A. Karim","","Skin/Dermatology","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625155816-43112841-962508533.png","https://www.populardiagnostic.com/doctordetail/2955","dom","2026-04-04T15:17:41.177Z"
315,"Prof. Dr. Md. Nazrul Islam Bhuiyan","","Skin/Dermatology","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20251026130444-1195268603-1801363826.png","https://www.populardiagnostic.com/doctordetail/2958","dom","2026-04-04T15:17:41.177Z"
316,"Prof. Dr. Debashis Biswas","Professor","Orthopaedic Surgery","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625160056-1648632244-1985458822.png","https://www.populardiagnostic.com/doctordetail/2962","dom","2026-04-04T15:17:41.177Z"
317,"Prof. Dr. Md. Abdur Rob","Professor","Orthopaedic Surgery","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625160129-13804914-232244665.png","https://www.populardiagnostic.com/doctordetail/2963","dom","2026-04-04T15:17:41.177Z"
318,"Prof. Brig. Gen. Abdur Rahman Mollah","","Orthopaedic Surgery","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625160156-1180216484-59967672.png","https://www.populardiagnostic.com/doctordetail/2964","dom","2026-04-04T15:17:41.177Z"
319,"Dr. Ananta Kumar Bhakta","","Orthopaedic Surgery","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/2966","dom","2026-04-04T15:17:41.177Z"
320,"Prof. Dr. Parul Jahan","","Gynaecology","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20251229193602-11784496-1977927872.png","https://www.populardiagnostic.com/doctordetail/2969","dom","2026-04-04T15:17:41.177Z"
321,"Prof. Dr. Jesmin Akter","","Gynaecology","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20251230092736-1266893560-723797731.png","https://www.populardiagnostic.com/doctordetail/2970","dom","2026-04-04T15:17:41.177Z"
322,"Prof. Dr. Shamima Haque Chowdhury Annie.","Professor","Gynaecology","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625162353-920051442-2067327738.png","https://www.populardiagnostic.com/doctordetail/2971","dom","2026-04-04T15:17:41.177Z"
323,"Prof. Dr. Akhtarunnesa Parveen","","Gynaecology","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20251230093412-1257957071-344756307.png","https://www.populardiagnostic.com/doctordetail/2973","dom","2026-04-04T15:17:41.177Z"
324,"Prof. Dr. Khadija Rahman (Happy)","","Child/Paediatrics","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250625162839-446276774-262079752.png","https://www.populardiagnostic.com/doctordetail/2983","dom","2026-04-04T15:17:41.178Z"
325,"Prof. Dr. Md. Shahedur Rahman Khan","","Chest Medicine","Uttara Jashim Uddin (Sector-04)","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/2987","dom","2026-04-04T15:17:41.178Z"
326,"Prof. Dr. AFM Samsul Haque","","Medicine","Uttara (U-2)","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/3000","dom","2026-04-04T15:17:41.178Z"
327,"Dr. Nandita Paul","","Medicine","Uttara (U-2)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/1124-20200227135304.jpg","https://www.populardiagnostic.com/doctordetail/3008","dom","2026-04-04T15:17:41.179Z"
328,"Dr. Rabiul Alam","","Gastroenterology","Uttara (U-2)","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/3013","dom","2026-04-04T15:17:41.179Z"
329,"Dr. Dulal Chandra Das","","Gastroenterology","Uttara (U-2)","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/813-20190710121442.PNG","https://www.populardiagnostic.com/doctordetail/3014","dom","2026-04-04T15:17:41.179Z"
330,"Prof. Dr.Mala Banik","MBBS,FCPS,MS(Gyne)","Gynaecology","English road","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250628134716-93693140-1129592807.png","https://www.populardiagnostic.com/doctordetail/3090","dom","2026-04-04T15:17:41.179Z"
331,"Prof. Dr. Md. Rezaul Karim Talukder (Ranzu)","M.B.B.S (Dhaka),B.S.C (Health),M.D (Neurology),M.A.C.P (America),Medicine Specialist & Neurologist, Professor (Neurology),Mymensingh Medical College & Hospital,Mymensingh.","Neurology","Mymensingh","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/3094","dom","2026-04-04T15:17:41.179Z"
332,"Prof. Maj. (Rtd.) Dr. Md. Shahidullah","","Skin/Dermatology","Badda","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614203000-147451767-662430318.png","https://www.populardiagnostic.com/doctordetail/3095","dom","2026-04-04T15:17:41.179Z"
333,"Prof. Dr. Md. Mukhlesur Rahman (Cardiology)","MBBS(DMC),MCPS,FCPS(MEDICINE),MD(CARD)FACC(USA). BSMMU-Bangladesh Medical University(Ex. PG Hospital)","Cardiology","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614190536-778274727-126318980.png","https://www.populardiagnostic.com/doctordetail/3098","dom","2026-04-04T15:17:41.179Z"
334,"Dr. S.M. Alauddin Al Azad (Cardiology)","MBBS,MD(CARDIOLOGY).Munshiganj Sadar Hospital. Munshiganj","Cardiology","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614190727-871220425-1769615930.png","https://www.populardiagnostic.com/doctordetail/3102","dom","2026-04-04T15:17:41.180Z"
335,"Dr. A.K.M Shafiul Alam Ferdous (General Surgery)","MBBS, MCPS, MS(Surgery).Narayanganj 300 Bed Hospital (Retd.)","General Surgery","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614202617-1241793974-2360380.png","https://www.populardiagnostic.com/doctordetail/3109","dom","2026-04-04T15:17:41.180Z"
336,"Prof. Dr. Zahed Ali (Neurology)","MBBS,FCPS(Medicine)MD(Neurology) Sir Salimullah Medical College(Midford Hospital)","Neurology","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614202742-2090785389-1286189712.png","https://www.populardiagnostic.com/doctordetail/3117","dom","2026-04-04T15:17:41.180Z"
337,"Prof. Dr. Abu Nayeem (Neurology)","MBBS(DMC),FCPS(MEDICINE),MD(Neurology) National Institute of Neurosciences & Hospital","Neurology","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614202759-1964248134-128750147.png","https://www.populardiagnostic.com/doctordetail/3118","dom","2026-04-04T15:17:41.180Z"
338,"Prof. Dr. D.G.M Akaiduzzaman (ENT, Head & Neck Surgery)","MBBS, FCPS, MS(ENT). Sir Salimullah Medical College(Midford Hospital)","ENT, Head & Neck Surgery","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614202816-41187154-65528030.png","https://www.populardiagnostic.com/doctordetail/3119","dom","2026-04-04T15:17:41.180Z"
339,"Prof. Dr. Dewan Md. Elias (Neurology)","MBBS,BCS(Health),MD(Neurology) Dhaka Medical College Hospital","Neurology","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/3120-715246425.jpg","https://www.populardiagnostic.com/doctordetail/3120","dom","2026-04-04T15:17:41.180Z"
340,"Dr. Nafiz Khan Rousseau (Neurology)","MBBS (DMC), BCS (Health), CCD (Bardem), MCPS (Medicine),Md (Neuro Medicine), MACP (USA). Dhaka Medical College Hospital","Neurology","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618165542-325935255-2124493764.png","https://www.populardiagnostic.com/doctordetail/3126","dom","2026-04-04T15:17:41.181Z"
341,"Dr. Amit Kumar Saha (ENT, Head & Neck Surgery)","MBBS(DU),DLO.BSMMU-Bangabandhu Sheikh Mujib Medical University(Ex. PG Hospital)","ENT, Head & Neck Surgery","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618165523-2092923114-171812981.png","https://www.populardiagnostic.com/doctordetail/3127","dom","2026-04-04T15:17:41.181Z"
342,"Dr. Md. Shahidul Islam (Orthopaedic Surgery)","MBBS, MS(Ortho) General Hospital(Victoria), Narayanganj.","Orthopaedic Surgery","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618165503-62846544-1840306998.png","https://www.populardiagnostic.com/doctordetail/3129","dom","2026-04-04T15:17:41.181Z"
343,"Dr. Ananda Kishor Ghosh (Child/Paediatric)","MBBS. FCPS (Child).(RETD.)","Child/Paediatrics","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618165412-2113139585-464013552.png","https://www.populardiagnostic.com/doctordetail/3131","dom","2026-04-04T15:17:41.181Z"
344,"Prof. Dr. Delowar Hossain (Child/Paediatric) (Morning)","MBBS. FCPS,MD (Child).Dhaka Medical College Hospital","Child/Paediatrics","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618162335-857406362-1755696397.png","https://www.populardiagnostic.com/doctordetail/3132","dom","2026-04-04T15:17:41.181Z"
345,"Dr.Ismat Ara","MBBS.DGO(Gaynae)","Gynaecology","English road","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250628134833-1211777315-6702383.png","https://www.populardiagnostic.com/doctordetail/3133","dom","2026-04-04T15:17:41.181Z"
346,"Prof. Dr. Saiful Azam (Child/Paediatric)","MBBS, BCS, MPH (NUTRITION),MD(CHILD). Sir Salimullah Medical College(Midford Hospital)","Child/Paediatrics","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20260215135640-941072103-398485043.jpg","https://www.populardiagnostic.com/doctordetail/3134","dom","2026-04-04T15:17:41.181Z"
347,"Prof. Dr. A.N.M Nurul Haque Bhuyian (Morning) (Child/Paediatric)","MBBS. MD (Child).Current Posting:-.Institute of Child and Mother Health (ICMH), Matuail, Dhaka.","Child/Paediatrics","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618165321-391244035-926893790.png","https://www.populardiagnostic.com/doctordetail/3136","dom","2026-04-04T15:17:41.181Z"
348,"Prof. Dr. Md. Mohshin Ali Shah (Psychiatry)","MBBS, M.Phil, MD (Psychiatry), BSMMU-Bangabandhu Sheikh Mujib Medical University(Ex. PG Hospital)","Psychiatry","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618165236-1784988041-2135459562.png","https://www.populardiagnostic.com/doctordetail/3139","dom","2026-04-04T15:17:41.182Z"
349,"Prof. Dr. M.A Malek Murad (Orthopaedic Surgery)","MBBS(DMC),MS(ORTHO) Ad-din Medicla College Hospital","Orthopaedic Surgery","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614190359-610102840-631113778.png","https://www.populardiagnostic.com/doctordetail/3140","dom","2026-04-04T15:17:41.182Z"
350,"Dr. Md. Khaled Monsur (Orthopaedic Surgery)","MBBS,D ORTHO(DU).National Institute of Traumatology and Orthopedic Rehabilitation(NITOR)","Orthopaedic Surgery","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618165047-998063654-2081263089.png","https://www.populardiagnostic.com/doctordetail/3144","dom","2026-04-04T15:17:41.182Z"
351,"Dr. Dibakar Sarkar (Orthopaedic Surgery)","MBBS,BCS,MS,(ORTHO SURGERY) AO ADVANCE(INDONESIA) CONSULTANT(ORTHO-SURGERY) NITOR,DHAKA","Orthopaedic Surgery","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618165007-171165042-1664334867.png","https://www.populardiagnostic.com/doctordetail/3151","dom","2026-04-04T15:17:41.182Z"
352,"Dr. Md. Mahfuzur Rahman Sagar (Urology Surgery)","MBBS,MS (Urology). National Institute Of Kidney Dieases & Urology(NIKDU)","Urology Surgery","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618164938-298325366-152480373.png","https://www.populardiagnostic.com/doctordetail/3153","dom","2026-04-04T15:17:41.182Z"
353,"Dr. Md. Haidar Ali Shimul (Orthopaedic Surgery)","MBBS,MS(ORTHO). Dhaka Medical College Hospital","Orthopaedic Surgery","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618164838-1828160810-912352711.png","https://www.populardiagnostic.com/doctordetail/3154","dom","2026-04-04T15:17:41.182Z"
354,"Dr. S.M Golam Sarwar (Chest Medicine)","MBBS, DTCD,FCCP(USA). National Institute of Diseases of the Chest & Hospital(NIDCH),Mohakhali.Dhaka-1212","Chest Medicine","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/3158","dom","2026-04-04T15:17:41.183Z"
355,"Prof. Dr. Md. Mostafizur Rahman (Medicine)","MBBS, FCPS, FRCP, FCCP(USA) ANOWAR KHAN MODERN MEDICAL COLLEGE & HOSPITAL DHANMONDI,DHAKA","Medicine","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618164640-59287163-1282193742.png","https://www.populardiagnostic.com/doctordetail/3162","dom","2026-04-04T15:17:41.183Z"
356,"Dr. A.T.M Kamrul Hasan (Oncology/Cancer)","MBBS,BCS(HEALTH),MD(MEDICAL ONCLOGY). National Institute of Cancer Research & Hospital(NICRH). Mohakhali, Dhaka.","Oncology/Cancer","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618164141-1237027765-416997310.png","https://www.populardiagnostic.com/doctordetail/3175","dom","2026-04-04T15:17:41.183Z"
357,"Prof. Dr. Sanjoy Kumar Saha (Morning) (Medicine)","MBBS, FCPS (Medicine), FRCP(Glasgow).BMDC Reg- No:-A-43737. Professor of Medicine of Ad-din Momin Medical College Hospital","Medicine","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20260211200539-872120394-1926757302.jpg","https://www.populardiagnostic.com/doctordetail/3176","dom","2026-04-04T15:17:41.183Z"
358,"Dr. Muhammad Shakhawat Hossain (Endocrinology)","MBBS. BIRDEM General Hospital,Dhaka.","Endocrinology","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614190507-1358574018-1656774326.png","https://www.populardiagnostic.com/doctordetail/3177","dom","2026-04-04T15:17:41.183Z"
359,"Dr. Anjana saha (Endocrinology)","MBBS, BCS, MD (Endocrinology). National Institute of Cancer Research & Hospital(NICRH). Mohakhali, Dhaka.","Endocrinology","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618163900-1270557514-1789836520.png","https://www.populardiagnostic.com/doctordetail/3185","dom","2026-04-04T15:17:41.184Z"
360,"Prof. Dr. Ranjit Kumar Banik (Gastroenterology)","MBBS, MD (GASTRO). . Sheikh Russel Gastroliver Institute & Hospital","Gastroenterology","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614190420-910540982-838296464.png","https://www.populardiagnostic.com/doctordetail/3187","dom","2026-04-04T15:17:41.184Z"
361,"Prof. Dr. Md. Fakhrul Alam (Gastroenterology)","MBBS,FCPS (MEDICINE), MD (GASTRO). FRCP (GLASGOW) UK Holy Family Red Crecent Medical College & Hospital","Gastroenterology","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618163847-1110895963-2138378763.png","https://www.populardiagnostic.com/doctordetail/3190","dom","2026-04-04T15:17:41.184Z"
362,"Dr. Shahzia Alam (Haematology)","MBBS,BCS,(HEALTH)FCPS( HAEMATOLOGIST). Dhaka Medical College Hospital","Haematology","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618163643-129931138-466281746.png","https://www.populardiagnostic.com/doctordetail/3198","dom","2026-04-04T15:17:41.184Z"
363,"Prof. Dr. Parul Akter (Gynaecology)","MBBS,FCPS. Sir Salimullah Medical College(Midford Hospital)","Gynaecology","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618163626-1060710517-416043272.png","https://www.populardiagnostic.com/doctordetail/3200","dom","2026-04-04T15:17:41.184Z"
364,"Prof. Dr. Kazi Shahnur Alam (Nephrology/Kidney Medicine)","MBBS, FCPS(MEDICINE), MD(NEPHROLOGY). National Institute Of Kidney Dieases & Urology(NIKDU)","Nephrology/Kidney Medicine","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618163601-596965988-579709343.png","https://www.populardiagnostic.com/doctordetail/3202","dom","2026-04-04T15:17:41.184Z"
365,"Dr. Alhazz Kamrunnahar (Gynaecology)","MBBS(DHAKA),DGO, MS(GYNAE). Narayanganj 300 Bed Hospital.","Gynaecology","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618163535-1766277702-1144078132.png","https://www.populardiagnostic.com/doctordetail/3203","dom","2026-04-04T15:17:41.184Z"
366,"Prof. Dr. K.N. Nahar (Gynaecology)","MBBS,DGO,MS(GYN).(Retd). BSMMU-Bangabandhu Sheikh Mujib Medical University(Ex. PG Hospital)","Gynaecology","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618163428-1468067770-1674261788.png","https://www.populardiagnostic.com/doctordetail/3206","dom","2026-04-04T15:17:41.184Z"
367,"Dr. Md. Zahangir Alam (Morning) (Gynaecology)","MBBS,DGO,FCPS. Narayanganj 300 Bed Hospital(Retd.)","Gynaecology","Narayangonj","","",Yes,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618162732-1476309859-897958333.png","https://www.populardiagnostic.com/doctordetail/3208","dom","2026-04-04T15:17:41.185Z"
368,"Dr. Saleha Akter (Gynaecology)","MBBS,CCD,DGO,FCGP. DIABETIC HOSPITAL,NARAYANGANJ","Gynaecology","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614185017-1839243005-512348502.png","https://www.populardiagnostic.com/doctordetail/3209","dom","2026-04-04T15:17:41.185Z"
369,"Prof. Dr. Kh. Md. Rayhan Hossain (Paediatric Surgery)","MBBS. MS (Child Surgeon) Professor &Depeartment Head of Sheikh Rasel Gastroliver Institute( Child Surgery Dept.)","Paediatric Surgery","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618162716-1815997597-1495985221.png","https://www.populardiagnostic.com/doctordetail/3211","dom","2026-04-04T15:17:41.185Z"
370,"Dr. Masuda Sultana (Gynaecology)","MBBS(DHAKA),BCS(HEALTH),FCPS(OBS & GYN). Dhaka Medical College Hospital","Gynaecology","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618162650-155148564-1204894835.png","https://www.populardiagnostic.com/doctordetail/3212","dom","2026-04-04T15:17:41.185Z"
371,"Dr. Nur-E-Nazma Lima (Gynaecology)","MBBS(DHAKA)MS, (GYN & OBS).Institute of Child and Mother Health (ICMH), Matuail, Dhaka.","Gynaecology","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618162529-512600491-1328901156.png","https://www.populardiagnostic.com/doctordetail/3217","dom","2026-04-04T15:17:41.185Z"
372,"Dr. Dipannita Dhar (Gynaecology)","MBBS,BCS,MCPS,FCPS(OBS & GYN) Dhaka Medical College Hospital","Gynaecology","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618162515-1937750811-1002552060.png","https://www.populardiagnostic.com/doctordetail/3218","dom","2026-04-04T15:17:41.185Z"
373,"Dr. Kumar Tansen (Gynaecology)","MBBS,BCS(Health), FCPS((GYN & OBS). Current Posting:-Department of Infertility (Dhaka Medical College Hospital)","Gynaecology","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250618162431-932731188-1144597165.png","https://www.populardiagnostic.com/doctordetail/3219","dom","2026-04-04T15:17:41.185Z"
374,"Dr. Md. Abu Hena Mostofa (Neuro Surgery)","MBBS, BCS (HEALTH), MA ( NEURO SURGERY). Dhaka Medical College Hospital","Neuro Surgery","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/3220","dom","2026-04-04T15:17:41.185Z"
375,"Prof. Dr. Abdul Hannan (Child/Paediatric)","MBBS, FCPS, FELLOW(CHILD CARDIOLOGY) EX DIRECTOR OF ICMH , MATUAIL ,DHAKA","Child/Paediatrics","Narayangonj","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/3223-1056843149.jpg","https://www.populardiagnostic.com/doctordetail/3223","dom","2026-04-04T15:17:41.186Z"
376,"Prof. Dr. Mizanur Rahaman Kallol","MBBS.D-ORTHO","Orthopaedic Surgery","English road","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250628134922-1115855133-1536577008.png","https://www.populardiagnostic.com/doctordetail/3224","dom","2026-04-04T15:17:41.186Z"
377,"Dr. Rezaul Islam Patwary","MBBS (DMC), BCS (Health), MD (Gastroentrology), Specialised Training in Diabetes (BIRDEM), (Ex)-National Gastroliver Institute & Hospital, Dhaka.(Now)-Consultant, 250 Bad General Hospital, Noakhali.","Gastroenterology","Noakhali","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250924134617-1268525528-1864168356.jpg","https://www.populardiagnostic.com/doctordetail/3225","dom","2026-04-04T15:17:41.186Z"
378,"Prof. Dr. Md. Zakir Hossain","Professor, MBBS,(DMC) FCPS (Medicine), MD (Internal Medicine), FACP (USA), FRCP (UK), Ex- Shaheed Ziaur Rahman Medical College & Hospital, Bogura.","Medicine","Bogura","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/3226-1824135829.png","https://www.populardiagnostic.com/doctordetail/3226","dom","2026-04-04T15:17:41.186Z"
379,"Prof. Dr. Md. Halimur Rashid","Professor, MBBS, FCPS (Medicine). Shaheed Ziaur Rahman Medical College & Hospital, Bogura.","Medicine","Bogura","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/3229-2109828054.png","https://www.populardiagnostic.com/doctordetail/3229","dom","2026-04-04T15:17:41.186Z"
380,"Prof. Dr. Md. Abdus Salam","Professor, MBBS, BCS (Health),MD (Medicine). Shaheed Ziaur Rahman Medical College & Hospital, Bogura.","Medicine","Bogura","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/3230-2024049837.png","https://www.populardiagnostic.com/doctordetail/3230","dom","2026-04-04T15:17:41.186Z"
381,"Prof. Dr. Md. Kamal Hossain","Vice Principal & Professor, Department of Medicine, Shahid Zia Ur Rahman Medical College & Hospital.","Medicine","Bogura","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/3231-719621529.png","https://www.populardiagnostic.com/doctordetail/3231","dom","2026-04-04T15:17:41.187Z"
382,"Prof. Dr. Abu Bakar Siddique","Associate Professor, MBBS, FCPS (Medicine) Shaheed Ziaur Rahman Medical College & Hospital, Bogura.","Medicine","Bogura","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/3233-1002245056.jpg","https://www.populardiagnostic.com/doctordetail/3233","dom","2026-04-04T15:17:41.187Z"
