#,Name,Degrees,Specialty,Branch,Visiting Days,Visiting Time,On Leave,Doctor ID,Image URL,Profile URL,Source,Scraped At
1,"Prof. Dr. M. Nazrul Islam","MBBS, FCPS, FRCP (London), FACC, FESC.","Cardiology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250619132212-650408460-455424316.jpeg","https://www.populardiagnostic.com/doctordetail/2094","dom","2026-04-04T15:17:41.129Z"
2,"Prof. Dr. A. A. Shafi Majumder","MBBS, D.Card, MD (Card), FACC, FSGC, FRCP. Research Fellow, NCVC 9Japam), WHO Fellow in Cardiology,USA Director & Professor of Cardiology (Retd) National Institute of Cardiovascular Diseases, Dhaka.","Cardiology","Dhanmondi","","",Yes,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250602141937-867938492-1921256201.png","https://www.populardiagnostic.com/doctordetail/2095","dom","2026-04-04T15:17:41.130Z"
3,"Prof. Dr. Mohammad Safiuddin","MBBS (Dhaka), MD (Cardiology), DTCD (DU), FRCP (Eden) FACC (USA), FCCP (USA), FESC, FRCP (Glasgow). Chairman Cardiologist Department. Bangladesh Medical University","Cardiology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250602142140-721699668-1614905959.png","https://www.populardiagnostic.com/doctordetail/2097","dom","2026-04-04T15:17:41.130Z"
4,"Prof. Dr. Md. Mukhlesur Rahman","MBBS (DMC), MCPS, FRCP (Medicine), MD (Card), FACC (USA), Medicine, Hypertension, Heart & Rheumatic Fever Specialist, Professor, Department of Cardiology,Bangladesh Medical University","Cardiology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250701170158-228122985-1451359858.png","https://www.populardiagnostic.com/doctordetail/2098","dom","2026-04-04T15:17:41.130Z"
5,"Prof. Dr. M. A. Azhar","MBBS, FCPS (Medicine), FACP, FRCP (Edin). Sir Salimullah Medical College & Mitford Hospital, Dhaka.","Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/2099-1666648859.png","https://www.populardiagnostic.com/doctordetail/2099","dom","2026-04-04T15:17:41.130Z"
6,"Prof. Dr. H A M Nazmul Ahasan","FCPS, FRCP (Glasg), FRCP (Edin), FRCP (London), MACP (USA), Master, American College of Physicians (MACP). Professor of Medicine, Popular Medical College, Dhaka. Formerly Professor & Head, Department of Medicine, Dhaka Medical College, Bangladesh.","Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/2100-2060599053.jpg","https://www.populardiagnostic.com/doctordetail/2100","dom","2026-04-04T15:17:41.130Z"
7,"Prof. Dr. Enamul Karim","MBBS, FCPS (Medicine), FACP (USA). WHO Fellow (Diabetics). Dhaka Medical College & Hospital.","Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/2101-1206158624.png","https://www.populardiagnostic.com/doctordetail/2101","dom","2026-04-04T15:17:41.130Z"
8,"Prof. Dr. Q.Tarikul Islam","FCPS (Medicine), FACP (USA), FRCP (Glasgow), FRCP (Edin), MACP (USA). Popular Medicile College & Hospital, Dhaka.","Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250609123523-265726030-921136987.png","https://www.populardiagnostic.com/doctordetail/2102","dom","2026-04-04T15:17:41.131Z"
9,"Prof. Dr. Khan Abul Kalam Azad","MBBS (DMC), FCPS (Medicine), MD (Internal Med.), FACP (USA). Dhaka Medical College & Hospital.","Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/2103-1559711341.png","https://www.populardiagnostic.com/doctordetail/2103","dom","2026-04-04T15:17:41.131Z"
10,"Prof. Dr. M. N. Nag","MBBS (Dhaka), FCPS (Medicine). Rangpur Medical College & Hospital, Rangpur.","Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/2104-787507592.png","https://www.populardiagnostic.com/doctordetail/2104","dom","2026-04-04T15:17:41.131Z"
11,"Prof. Dr. Md. Titu Miah","FCPS (Internal Medicine),WHO Fellow in Rheumatology","Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614144243-1611688366-172380161.png","https://www.populardiagnostic.com/doctordetail/2106","dom","2026-04-04T15:17:41.131Z"
12,"Prof. Dr. Md. Azizul Haque","MBBS (Dhaka),FCPS(Medicine ), MACP (USA). Medicine Specialist, Ex. Professor & Head, Department of Medicine . Comilla Medical College & Hospital.","Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250609124001-533737594-2072637962.png","https://www.populardiagnostic.com/doctordetail/2108","dom","2026-04-04T15:17:41.131Z"
13,"Prof. Dr. Homayra Tahseen Hossain","MBBS (DMC), FCPS (Medicine), MRCP (UK), Professor, Department of Medicine, Popular Medical College & Hospital, Dhanmondi, Dhaka.","Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250609124123-1869671974-1329881710.png","https://www.populardiagnostic.com/doctordetail/2109","dom","2026-04-04T15:17:41.131Z"
14,"Prof. Dr. Amiruzzaman Sumon","MBBS, FCPS (Medicine), Professor & Head of Department (Medicine), Ahsania Mission Cancer & General Hospital, Uttara.","Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/2110-566973826.jpg","https://www.populardiagnostic.com/doctordetail/2110","dom","2026-04-04T15:17:41.131Z"
15,"Prof. Dr. M. Delwar Hossain","","Chest Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250609124452-226235638-23169388.png","https://www.populardiagnostic.com/doctordetail/2111","dom","2026-04-04T15:17:41.131Z"
16,"Dr. Rajashis Chakraborti","MBBS (DMC), FCPS (Medicine), MD (Chest Diseases), FCCP (USA), FRCP (Glassgow).Associate Professor. Bangladesh Medical University","Chest Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250609124653-178788748-680532441.png","https://www.populardiagnostic.com/doctordetail/2112","dom","2026-04-04T15:17:41.131Z"
17,"Prof. Dr. Rafiqul Alam","","Chest Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250609124930-710958765-1080395348.png","https://www.populardiagnostic.com/doctordetail/2113","dom","2026-04-04T15:17:41.131Z"
18,"Prof. Dr. Golam Kibria Khan","MBBS (Dhaka), FCPS (Medicine), MACP (USA), FACP (USA), Rheumatology Fellow (NY, USA). Dhaka Medical College, Dhaka.","Rheumatology Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250609125145-588843794-60303275.png","https://www.populardiagnostic.com/doctordetail/2114","dom","2026-04-04T15:17:41.132Z"
19,"Prof. Dr. A K M Motiur Rahman Bhuiyan","","Rheumatology Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250609125314-127780808-1889417995.png","https://www.populardiagnostic.com/doctordetail/2115","dom","2026-04-04T15:17:41.132Z"
20,"Prof. Dr. Taslim Uddin","MBBS, FCPS, Musculoskeletal System Physician, Physiatrist, Professor & Chairman, Dept. of Physical Medicine and Rehab.Bangladesh Medical University, Dhaka.","Physical Medicine & Rehabilitation","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/2116","dom","2026-04-04T15:17:41.132Z"
21,"Prof. Dr. Monirul Islam","","Physical Medicine & Rehabilitation","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250609125441-1740426392-1984065553.png","https://www.populardiagnostic.com/doctordetail/2117","dom","2026-04-04T15:17:41.132Z"
22,"Prof. Dr. Kazi Manzur Kader","MBBS, DMRT, MSc, FACP, FRCP (Glasgow). National Institute of Cancer Research & Hospital.","Oncology/Cancer","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250609125555-721758771-1130788821.png","https://www.populardiagnostic.com/doctordetail/2120","dom","2026-04-04T15:17:41.132Z"
23,"Prof. Dr. Anisul Haque","MBBS, Ph.D, FCPS,FRCP (Edin), Consultant Neurology, NHS-England. Bangladesh Medical University.","Neurology","Dhanmondi","","",Yes,"","https://old.populardiagnostic.com/public/doctor-image-from-software/2122-1381825840.png","https://www.populardiagnostic.com/doctordetail/2122","dom","2026-04-04T15:17:41.132Z"
24,"Prof. Dr. Hasan Zahidur Rahman","MBBS, MD (Neurology). Bangladesh Medical University.","Neurology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614093236-1704736873-673119513.png","https://www.populardiagnostic.com/doctordetail/2124","dom","2026-04-04T15:17:41.132Z"
25,"Prof. Dr. Sehelly Jahan","","Neurology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614093336-110217395-1501662581.png","https://www.populardiagnostic.com/doctordetail/2125","dom","2026-04-04T15:17:41.132Z"
26,"Prof. Dr. Md. Mahbubul Alam","MBBS, MCPS (Medicine), MD ( Neurology).Professor Department of Neurology, National Institute of Neurosciences & Hospital, Dhaka.","Neurology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614093426-418860935-586211941.png","https://www.populardiagnostic.com/doctordetail/2126","dom","2026-04-04T15:17:41.132Z"
27,"Prof. Dr. Pervez Amin","MBBS, MD (Neuro Medicine), Professor & Department Head, (Neurology), Rajshahi Medical College & Hospital.","Neurology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614100130-1706967518-2069506691.png","https://www.populardiagnostic.com/doctordetail/2128","dom","2026-04-04T15:17:41.132Z"
28,"Dr. Nurul Alam Bashar","MBBS (Dhaka), BCS (Health), FCPS (Medicine), MD (Neuro Medicine), FACP (America), Associate Professor and Head, Department of Neurology Mugda Medical College and Hospital, Dhaka.","Neurology","Dhanmondi","","",Yes,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614100222-602388597-1199780010.png","https://www.populardiagnostic.com/doctordetail/2129","dom","2026-04-04T15:17:41.133Z"
29,"Dr. Ruhul Quddus","MBBS, FCPS (Medicine), MD (Neurology), Associate Professor, Department of Neurology, National Institute of Neurosciences & Hospital, Dhaka.","Neurology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614100631-1917864027-878772439.png","https://www.populardiagnostic.com/doctordetail/2130","dom","2026-04-04T15:17:41.133Z"
30,"Prof. Dr. Bithi Debnath","","Child Neurology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614101859-1771934163-393853826.png","https://www.populardiagnostic.com/doctordetail/2131","dom","2026-04-04T15:17:41.133Z"
31,"Prof. Dr. M.T. Rahman","MBBS, FCPS. Trained in France & Japan. Bangladesh Medical University.","Gastroenterology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614101937-1793609588-176406466.png","https://www.populardiagnostic.com/doctordetail/2132","dom","2026-04-04T15:17:41.133Z"
32,"Prof. Dr. Anisur Rahman","","Gastroenterology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614102034-2043407440-172323386.png","https://www.populardiagnostic.com/doctordetail/2133","dom","2026-04-04T15:17:41.133Z"
33,"Prof. Dr. A.S.M.A. Raihan","","Gastroenterology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614102217-968062086-1889981656.png","https://www.populardiagnostic.com/doctordetail/2134","dom","2026-04-04T15:17:41.133Z"
34,"Prof. Dr. Faruque Ahamed","","Gastroenterology","Dhanmondi","","",Yes,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/2135","dom","2026-04-04T15:17:41.133Z"
35,"Prof. Dr. A H M Rowshon","MBBS, FCPS (Medicine), MD (Gastro), Commonwealth Fellow-gastro (UK). BIRDEM General Hospital, Shahabag, Dhaka.","Gastroenterology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614105239-1270012020-165164932.png","https://www.populardiagnostic.com/doctordetail/2136","dom","2026-04-04T15:17:41.133Z"
36,"Dr. Sheikh Md. Noor-E-Alam (Dew)","MBBS, MD (Hepatology), Associate Professor, Advanced Training in Transarterialerial Chemoembolization (TACE) of Liver Cancer Institute of Liver & Billiary Sciences (ILBS), New Delhi, India. Bangladesh Medical University.","Liver Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614105504-1149843629-1284568350.png","https://www.populardiagnostic.com/doctordetail/2138","dom","2026-04-04T15:17:41.133Z"
37,"Prof. Dr. Md. Habibur Rahman","","Nephrology/Kidney Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614105554-1221108979-1199135624.png","https://www.populardiagnostic.com/doctordetail/2140","dom","2026-04-04T15:17:41.133Z"
38,"Prof. Dr. Shamim Ahmed","","Nephrology/Kidney Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614105745-1176957382-2098221634.png","https://www.populardiagnostic.com/doctordetail/2141","dom","2026-04-04T15:17:41.134Z"
39,"Prof. Dr. Muhibur Rahman","","Nephrology/Kidney Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614111449-263426652-1146717593.png","https://www.populardiagnostic.com/doctordetail/2142","dom","2026-04-04T15:17:41.134Z"
40,"Prof. Dr. Sarwar Iqbal","","Nephrology/Kidney Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614111545-413383489-2091303110.png","https://www.populardiagnostic.com/doctordetail/2144","dom","2026-04-04T15:17:41.134Z"
41,"Prof. Dr. Md. Farid Uddin","MBBS, DEM, MD. Bangladesh Medical University. Professor & Chairman, Department of Endocrine Medicine","Endocrine Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614111626-2061231892-900613642.png","https://www.populardiagnostic.com/doctordetail/2146","dom","2026-04-04T15:17:41.134Z"
42,"Prof. Dr. Mizanul Hasan","","Thyroid & Nuclear Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614111854-177181729-1777064823.png","https://www.populardiagnostic.com/doctordetail/2148","dom","2026-04-04T15:17:41.134Z"
43,"Dr. Faria Afsana","MBBS, DEM, MD (Endocrinology), FACE, MACP. Associate Professor & Department Head, Dept. of Endocrinology, BIRDEM General Hospital & Ibrahim Medical College.","Endocrine Medicine","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614111956-584830228-1294238529.png","https://www.populardiagnostic.com/doctordetail/2150","dom","2026-04-04T15:17:41.134Z"
44,"Prof. Dr. Syed Serajul Karim","MBBS, FCPS, FICS. Thyroid, Breast, Endrocrine, Laparoscopic Surgeon.Ex. Professor, Department of Surgery, Bangabandu Sheikh Mujib Medical University ( PG Hospital ), Dhaka.","General Surgery","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614112110-329073302-1662817832.png","https://www.populardiagnostic.com/doctordetail/2154","dom","2026-04-04T15:17:41.134Z"
45,"Prof. Dr. Mahamud Riyad (Foysal)","","General Surgery","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614112318-1416844150-64743259.png","https://www.populardiagnostic.com/doctordetail/2159","dom","2026-04-04T15:17:41.134Z"
46,"Prof. Dr. Kanak Kanti Barua","MBBS, FCPS (Surgery), MS (Neurosurgery), Ph.D, FICS. Bangladesh Medical University.","Neuro Surgery","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614115723-1095186011-1395441794.png","https://www.populardiagnostic.com/doctordetail/2160","dom","2026-04-04T15:17:41.134Z"
47,"Prof. Dr. SK. Sader Hossain","MBBS, FCPS, FICS. National Institute of Neuroscience & Hospital (NINS).","Neuro Surgery","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614115759-276967938-946813103.png","https://www.populardiagnostic.com/doctordetail/2161","dom","2026-04-04T15:17:41.135Z"
48,"Prof. Dr. Mohammad Hossain","MBBS, MS (Neurosurgery), FICS (Neurosurgery), Trained Spine Surgery, U.S.A, Endoscopic Spine Surgery, Switzerland. Bangladesh Medical University.","Neuro Surgery","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20251116100304-1634987410-472824855.jpg","https://www.populardiagnostic.com/doctordetail/2162","dom","2026-04-04T15:17:41.135Z"
49,"Prof. Dr. Saumitra Sarkar","MBBS, MRCS (England), MRCS (Glasgow), MS (Neurosurgery), FRCS (Edin), Professor & Head, Department of Neurosurgery, Shaheed Suhrawardy Medical College & Hospital, Dhaka.","Neuro Surgery","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614115916-980462876-825305736.png","https://www.populardiagnostic.com/doctordetail/2163","dom","2026-04-04T15:17:41.135Z"
50,"Prof. Dr. Md. Shafiqul Islam","MBBS, MS, PhD (Japan), Trained in Neuro Intervention & Stroke (Japan, India & Germany). Professor, Department of Neuro Surgery, Dhaka Medical College & Hospital, Dhaka.","Neuro Surgery","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614120007-1110195948-778636814.png","https://www.populardiagnostic.com/doctordetail/2164","dom","2026-04-04T15:17:41.135Z"
51,"Dr. Iftekhar Ibne Mannan","MBBS, FCPS (Plastic Surgery). Associate Professor, Popular Medical College & Hospital, Popular Plastic Surgery Centre.","Plastic Surgery","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614120050-564143432-976531416.png","https://www.populardiagnostic.com/doctordetail/2166","dom","2026-04-04T15:17:41.135Z"
52,"Dr. Hashim Rabbi","","Liver, Biliary And Pancreatic Surgery","Dhanmondi","","",Yes,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614120132-258253556-530013910.png","https://www.populardiagnostic.com/doctordetail/2167","dom","2026-04-04T15:17:41.135Z"
53,"Prof. Dr. Zahidul Haq","","Colorectal Surgery","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614120212-1083813917-585692194.png","https://www.populardiagnostic.com/doctordetail/2168","dom","2026-04-04T15:17:41.135Z"
54,"Prof. Dr. Sadia Armin Khan","","Breast, Colorectal & Laparoscopy Surgery","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614120403-1748731596-1686453021.png","https://www.populardiagnostic.com/doctordetail/2169","dom","2026-04-04T15:17:41.135Z"
55,"Prof. Dr. AKM Anwarul Islam","","Urology Surgery","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614120442-1779000939-1749437022.png","https://www.populardiagnostic.com/doctordetail/2170","dom","2026-04-04T15:17:41.135Z"
56,"Prof. Dr. Md. Shafiqul Alam Chowdhury (Shamim)","MBBS (DMC), MS (Urology). Head,Dept of Urology,Dhaka Medical College Hospital, Dhaka.","Urology Surgery","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614134847-1245748560-1138579879.png","https://www.populardiagnostic.com/doctordetail/2172","dom","2026-04-04T15:17:41.136Z"
57,"Dr. A B Siddique","MBBS (Dhaka), MRCS (England), FCPS (Surgery), MS (Urology). Associate Prof. Dept. of Urology- DMCH, Dhaka.","Urology Surgery","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614134957-960728640-249689033.png","https://www.populardiagnostic.com/doctordetail/2173","dom","2026-04-04T15:17:41.136Z"
58,"Prof. Dr. Muhammad Shahiduzzaman","","Orthopaedic Surgery","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614135409-118436908-557210762.png","https://www.populardiagnostic.com/doctordetail/2177","dom","2026-04-04T15:17:41.136Z"
59,"Prof. Dr. Md. Anowarul Islam","MBBS (Dhaka), MS (Ortho), FICS (USA), FACS (USA), FRCS-(Glasgow-UK), Fellow-Spine Surgery, Professor & Division Head Spine Surgery, Chairman (Head of the Department) Bangladesh Medical University.","Orthopaedic Surgery","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614135448-422658864-1197075883.png","https://www.populardiagnostic.com/doctordetail/2179","dom","2026-04-04T15:17:41.136Z"
60,"Dr. G M Reza","MBBS, MCPS (Surgery), D (Ortho), MS (Ortho), AAOS (USA), Fellow Joint Replacement Surgery, Apollo Hospital, Delhi. Associate Professor (Retd) National Institute of Traumatology & Orthopaedic Rehabilitation (NITOR)","Orthopaedic Surgery","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/2180","dom","2026-04-04T15:17:41.136Z"
61,"Dr. S. A. Jonayed","","Orthopaedic Surgery","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614135526-1954711027-552924302.png","https://www.populardiagnostic.com/doctordetail/2181","dom","2026-04-04T15:17:41.136Z"
62,"Prof. Dr. Sayeba Akhter","MBBS, FCPS (BD), FCPS (PAK), FICMCH (IN), DRH (UK).Bangladesh Medical University.","Gynaecology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614135605-1372343234-1570634491.png","https://www.populardiagnostic.com/doctordetail/2183","dom","2026-04-04T15:17:41.136Z"
63,"Prof. Dr. Kohinoor Begum","","Gynaecology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor.jpg","https://www.populardiagnostic.com/doctordetail/2184","dom","2026-04-04T15:17:41.136Z"
64,"Prof. Dr. Mrs. Farhat Hossain","","Gynaecology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614135709-726073792-4048015.png","https://www.populardiagnostic.com/doctordetail/2186","dom","2026-04-04T15:17:41.136Z"
65,"Prof. Ferdousi Islam (Lipi)","","Gynaecology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614135744-26142160-1707954720.png","https://www.populardiagnostic.com/doctordetail/2187","dom","2026-04-04T15:17:41.137Z"
66,"Prof. Dr. S. F. Nargis","","Gynaecology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614135917-147678293-2020924422.png","https://www.populardiagnostic.com/doctordetail/2188","dom","2026-04-04T15:17:41.137Z"
67,"Prof. Dr. Fatema Rahman","","Gynaecology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614135949-1488631619-1766761458.png","https://www.populardiagnostic.com/doctordetail/2189","dom","2026-04-04T15:17:41.137Z"
68,"Prof. Dr. Shiuly Chowdhury","MBBS, FCPS, MS (Gynae).Bangladesh Medical University.","Gynaecology","Dhanmondi","","",Yes,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614140022-417978752-1920822443.png","https://www.populardiagnostic.com/doctordetail/2190","dom","2026-04-04T15:17:41.137Z"
69,"Prof. Dr. Kamil Ara Khanam","","Gynaecology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614140154-1471444235-1046440745.png","https://www.populardiagnostic.com/doctordetail/2191","dom","2026-04-04T15:17:41.137Z"
70,"Prof. Dr. Utpala Mazumder","MBBS, FCPS, MS (Gynae & Obs). Professor Dhaka Medical College & Hospital, Dhaka.","Gynaecology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614140627-810853626-215045883.png","https://www.populardiagnostic.com/doctordetail/2192","dom","2026-04-04T15:17:41.137Z"
71,"Prof. Dr. Joysree Saha","MBBS (DMC), FCPS (Obs & Gynae). FACS, FRM (Fellowship in Infertility), Obstetrician, Gynecology & Laparoscopic Surgeon, Infertility & IVF Specialist Professor, Dept. of Obs & Gynae Popular Medicile College & Hospital.","Gynaecology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614140658-52885620-256630209.png","https://www.populardiagnostic.com/doctordetail/2193","dom","2026-04-04T15:17:41.137Z"
72,"Dr. Ferdousi Begum","MBBS, DGO, FCPS, Associate Professor, Holy Family Red Cresent Medical College & Hospital, Dhaka.","Gynaecology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614140757-658344543-1868662266.png","https://www.populardiagnostic.com/doctordetail/2194","dom","2026-04-04T15:17:41.137Z"
73,"Dr. Kamrun Nahar","MBBS, DGO. MS, Narayanganj 300 Bed Hospital","Gynaecology","Dhanmondi","","",Yes,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614140921-1310812045-829414016.png","https://www.populardiagnostic.com/doctordetail/2195","dom","2026-04-04T15:17:41.137Z"
74,"Dr. Rehana Begum","MBBS (DMC) DGO(Ireland),LM(Dublin)","Breast Cancer Specialist","Dhanmondi","","",Yes,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614141111-830341166-217255305.png","https://www.populardiagnostic.com/doctordetail/2198","dom","2026-04-04T15:17:41.138Z"
75,"Prof. Dr. Md. Monimul Haque (Evening)","MBBS, FCPS. Professor of Paediatrics & Child Health.","Child/Paediatrics","Dhanmondi","","",Yes,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614141147-702267061-63814925.png","https://www.populardiagnostic.com/doctordetail/2200","dom","2026-04-04T15:17:41.138Z"
76,"Prof. Dr. M. A. Jaigirdar","","Child/Paediatrics","Dhanmondi","","",Yes,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614141315-744645224-878905046.png","https://www.populardiagnostic.com/doctordetail/2202","dom","2026-04-04T15:17:41.138Z"
77,"Prof. Dr. Md. Selimuzzaman (Evening)","MBBS, DCH, MD (Paediatrics) (DU). Dhaka Shishu Hospital, Dhaka.","Child/Paediatrics","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614141355-1162329992-919998232.png","https://www.populardiagnostic.com/doctordetail/2204","dom","2026-04-04T15:17:41.138Z"
78,"Prof. Dr. Md. Abu Jafor","","Paediatric Surgery","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614141520-50327426-1266159959.png","https://www.populardiagnostic.com/doctordetail/2205","dom","2026-04-04T15:17:41.138Z"
79,"Prof. Dr. Kazi A. Karim","MBBS (Dhk), DDV (Vien), MSSVD (Lond). Womens Medical College & Hospital, Uttara.","Skin/Dermatology","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614141616-743128319-1277451618.png","https://www.populardiagnostic.com/doctordetail/2208","dom","2026-04-04T15:17:41.138Z"
80,"Prof. Dr. Md. Ashraful Islam","MBBS, FCPS, FICS (USA), Fellow in Otology Harvard Medical School, USA. Bangladesh Medical College & Hospital, Dhaka.","ENT, Head & Neck Surgery","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614142035-1512542052-1413915551.png","https://www.populardiagnostic.com/doctordetail/2210","dom","2026-04-04T15:17:41.138Z"
81,"Prof. Dr. Md. Monjurul Alam","","ENT, Head & Neck Surgery","Dhanmondi","","",No,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614142321-262096102-1011734848.png","https://www.populardiagnostic.com/doctordetail/2212","dom","2026-04-04T15:17:41.138Z"
82,"Prof. Dr. Md. Shamsul Haque","MBBS, FCPS. Popular Medical Colege & Hospital, Dhaka.","Eye / Ophthalmology","Dhanmondi","","",Yes,"","https://old.populardiagnostic.com/public/doctor-image-from-software/20250614142521-1993942012-1803010223.png","https://www.populardiagnostic.com/doctordetail/2213","dom","2026-04-04T15:17:41.138Z"
